sample_id	genomad_context	drug_class	ARG_hit_count
ERR1713369	chromosome_like	tetracycline antibiotic	5127
ERR1713369	chromosome_like	macrolide antibiotic	4612
ERR1713369	chromosome_like	fluoroquinolone antibiotic	4372
ERR1713369	chromosome_like	penam	3312
ERR1713369	chromosome_like	peptide antibiotic	2681
ERR1713369	chromosome_like	cephalosporin	2357
ERR1713369	chromosome_like	aminoglycoside antibiotic	2273
ERR1713369	chromosome_like	disinfecting agents and antiseptics	2153
ERR1713369	chromosome_like	phenicol antibiotic	2016
ERR1713369	chromosome_like	glycopeptide antibiotic	1672
ERR1713369	chromosome_like	cephamycin	1657
ERR1713369	chromosome_like	carbapenem	1600
ERR1713369	chromosome_like	rifamycin antibiotic	1281
ERR1713369	chromosome_like	aminocoumarin antibiotic	1259
ERR1713369	chromosome_like	monobactam	958
ERR1713369	chromosome_like	penem	938
ERR1713369	chromosome_like	glycylcycline	827
ERR1713369	chromosome_like	diaminopyrimidine antibiotic	726
ERR1713369	chromosome_like	lincosamide antibiotic	726
ERR1713369	chromosome_like	streptogramin antibiotic	564
ERR1713369	chromosome_like	nitroimidazole antibiotic	456
ERR1713369	chromosome_like	sulfonamide antibiotic	402
ERR1713369	chromosome_like	mupirocin-like antibiotic	400
ERR1713369	chromosome_like	oxazolidinone antibiotic	393
ERR1713369	chromosome_like	phosphonic acid antibiotic	340
ERR1713369	chromosome_like	pleuromutilin antibiotic	332
ERR1713369	chromosome_like	streptogramin A antibiotic	332
ERR1713369	chromosome_like	nucleoside antibiotic	206
ERR1713369	chromosome_like	fusidane antibiotic	203
ERR1713369	chromosome_like	elfamycin antibiotic	182
ERR1713369	chromosome_like	isoniazid-like antibiotic	154
ERR1713369	chromosome_like	streptogramin B antibiotic	149
ERR1713369	chromosome_like	bicyclomycin-like antibiotic	82
ERR1713369	chromosome_like	pyrazine antibiotic	57
ERR1713369	chromosome_like	antibacterial free fatty acids	55
ERR1713369	chromosome_like	nitrofuran antibiotic	30
ERR1713369	chromosome_like	salicylic acid antibiotic	30
ERR1713369	chromosome_like	polyamine antibiotic	9
ERR1713369	chromosome_like	orthosomycin antibiotic	5
