sample_id	genomad_context	drug_class	ARG_hit_count
ERR1713337	chromosome_like	tetracycline antibiotic	5591
ERR1713337	chromosome_like	macrolide antibiotic	4804
ERR1713337	chromosome_like	fluoroquinolone antibiotic	4533
ERR1713337	chromosome_like	penam	3472
ERR1713337	chromosome_like	peptide antibiotic	2419
ERR1713337	chromosome_like	disinfecting agents and antiseptics	2206
ERR1713337	chromosome_like	cephalosporin	2177
ERR1713337	chromosome_like	aminoglycoside antibiotic	2173
ERR1713337	chromosome_like	glycopeptide antibiotic	1915
ERR1713337	chromosome_like	phenicol antibiotic	1880
ERR1713337	chromosome_like	cephamycin	1443
ERR1713337	chromosome_like	carbapenem	1359
ERR1713337	chromosome_like	aminocoumarin antibiotic	1338
ERR1713337	chromosome_like	rifamycin antibiotic	1103
ERR1713337	chromosome_like	monobactam	835
ERR1713337	chromosome_like	glycylcycline	812
ERR1713337	chromosome_like	penem	767
ERR1713337	chromosome_like	lincosamide antibiotic	632
ERR1713337	chromosome_like	diaminopyrimidine antibiotic	593
ERR1713337	chromosome_like	streptogramin antibiotic	522
ERR1713337	chromosome_like	nitroimidazole antibiotic	424
ERR1713337	chromosome_like	mupirocin-like antibiotic	382
ERR1713337	chromosome_like	oxazolidinone antibiotic	370
ERR1713337	chromosome_like	sulfonamide antibiotic	341
ERR1713337	chromosome_like	pleuromutilin antibiotic	338
ERR1713337	chromosome_like	streptogramin A antibiotic	319
ERR1713337	chromosome_like	phosphonic acid antibiotic	258
ERR1713337	chromosome_like	fusidane antibiotic	241
ERR1713337	chromosome_like	isoniazid-like antibiotic	184
ERR1713337	chromosome_like	elfamycin antibiotic	169
ERR1713337	chromosome_like	nucleoside antibiotic	163
ERR1713337	chromosome_like	streptogramin B antibiotic	128
ERR1713337	chromosome_like	antibacterial free fatty acids	59
ERR1713337	chromosome_like	bicyclomycin-like antibiotic	51
ERR1713337	chromosome_like	pyrazine antibiotic	37
ERR1713337	chromosome_like	salicylic acid antibiotic	34
ERR1713337	chromosome_like	nitrofuran antibiotic	19
ERR1713337	chromosome_like	polyamine antibiotic	8
ERR1713337	chromosome_like	orthosomycin antibiotic	5
ERR1713337	plasmid_like	tetracycline antibiotic	613
ERR1713337	plasmid_like	fluoroquinolone antibiotic	548
ERR1713337	plasmid_like	macrolide antibiotic	543
ERR1713337	plasmid_like	penam	462
ERR1713337	plasmid_like	cephalosporin	349
ERR1713337	plasmid_like	aminoglycoside antibiotic	301
ERR1713337	plasmid_like	disinfecting agents and antiseptics	292
ERR1713337	plasmid_like	phenicol antibiotic	283
ERR1713337	plasmid_like	peptide antibiotic	272
ERR1713337	plasmid_like	cephamycin	229
ERR1713337	plasmid_like	carbapenem	224
ERR1713337	plasmid_like	glycopeptide antibiotic	221
ERR1713337	plasmid_like	aminocoumarin antibiotic	199
ERR1713337	plasmid_like	monobactam	156
ERR1713337	plasmid_like	penem	141
ERR1713337	plasmid_like	glycylcycline	106
